condition,method,seed,coverage_percent,team_score_unique_weighted_cells,covered_area_m2,aoi_cells,covered_cells,cell_observations,exposure_redundancy_percent,revisited_covered_cells_percent,coverage_episodes,observation_step_s,evaluation_grid_m,mean_observation_age_s,post_warmup_mean_age_s,terminal_p95_age_s,max_censored_unobserved_time_s,mean_max_censored_unobserved_time_s,post_warmup_coverage_percent,completed_blind_intervals,completed_blind_interval_mean_s,completed_blind_interval_p95_s,time_to_80_percent_s,time_to_95_percent_s,planning_runtime_s,landing_to_charge_delay_samples_s,mean_landing_to_charge_delay_s,airborne_vehicle_seconds,runtime_s
main,neither,4,98.41420892894376,1699141,1699141.0,1726520,1699141,55600911,96.94404107875138,86.25988072796784,6698602,1,1.0,1409.685326545926,1702.7344661832221,4340.0,6120,3520.322409239395,91.21666705279985,3761690,892.7715941505015,3465,3816,5696,5.721254665999993,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,10.993146749999994
main,neither,5,99.37515927993884,1715732,1715732.0,1726520,1715732,56689463,96.9734551904293,90.57982248975948,6800306,1,1.0,1191.929290924799,1385.3895460845415,3679.0,6120,3035.2339463197645,96.05622871440818,4117659,1047.835053606916,2922,3251,5035,5.844794000000007,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.224896375
main,neither,6,99.21234622245905,1712921,1712921.0,1726520,1712921,56277897,96.95631661573992,91.07267643983582,6759785,1,1.0,1234.7702382113348,1487.7557399616444,4385.0,6120,3165.1013947130646,93.08725065449575,4159842,992.8509421752076,3265,2995,5167,5.866332792000009,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.326481959000006
main,neither,7,99.38147255751454,1715841,1715841.0,1726520,1715841,53606744,96.7992068311405,88.86038974473742,6435685,1,1.0,1252.359433986292,1508.9879255387866,4432.0,6120,3205.860377522415,91.19772722007275,3921514,1079.4917422199692,3341,3001,4661,5.992282000000017,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.377595250000013
main,neither,8,99.45282997011329,1717073,1717073.0,1726520,1717073,57697683,97.02401741158306,92.61167114036503,6931675,1,1.0,1225.291745886243,1458.24772943608,4094.0,6120,3142.86734297894,94.92354562935847,4279126,1014.144092742303,3299,3282,5026,5.881774416999974,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.343069833000015
main,neither,9,99.72291082640224,1721736,1721736.0,1726520,1721736,56405084,96.94755174905865,92.01323547860996,6777393,1,1.0,1193.059302513905,1420.3757755808692,4224.0,6120,3103.9916572064035,93.17662118017746,4261730,990.1947650367339,3148,2907,4133,5.691754457999991,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,10.964003708000007
turn_2.5,full,0,95.6691495030466,1651747,1651747.0,1726520,1651747,41653959,96.03459781578024,76.3904520486491,4528094,1,1.0,1457.184206920862,1782.8761851395623,5238.0,6120,3545.9984801797837,84.2936658712323,2472293,1299.0024572330221,3722,3891,6021,4.111190792,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.159404166
turn_2.5,full,1,96.28194286773393,1662327,1662327.0,1726520,1662327,45964127,96.38342527423615,81.75455250380942,4965915,1,1.0,1353.375278570581,1632.9177043949167,4907.0,6120,3358.5292455343697,88.7462062414568,2925571,1271.759042251923,3445,3543,5767,4.141224417,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.29464625
turn_2.5,full,2,96.85042744943586,1672142,1672142.0,1726520,1672142,45761577,96.34596945817667,80.9608274895314,4941619,1,1.0,1399.3483158753813,1697.3755504308679,4944.0,6120,3459.988344183676,87.98189421495262,2916384,1259.164968330645,3470,3774,5851,4.068916166999998,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.242766083
turn_2.5,greedy,0,95.50871116465491,1648977,1648977.0,1726520,1648977,41892023,96.06374464179015,78.5383907719756,4579099,1,1.0,1440.8276502425294,1758.3413501220634,5236.0,6120,3519.6403864420918,85.70818756805598,2526068,1302.7900662214952,3756,3891,5932,1.716173458,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,6.757149374999999
turn_2.5,greedy,1,95.61169288510993,1650755,1650755.0,1726520,1650755,45313241,96.35701405688461,80.7684362609836,4888402,1,1.0,1389.4345684241443,1687.0066391752614,5136.0,6120,3422.993424344925,86.97281236244005,2859630,1207.9101848840585,3287,3747,5811,1.7484286249999954,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,6.886695042000007
turn_2.5,greedy,2,95.81145888839978,1654204,1654204.0,1726520,1654204,46006692,96.40442742547106,82.2310307555779,4995413,1,1.0,1397.307991839889,1694.3150643776294,5078.0,6120,3452.5984645413896,87.53938558487593,2988116,1273.5058418080155,3469,3752,5902,1.7096696659999964,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,6.882486415999992
turn_2.5,naive,0,95.30465908301092,1645454,1645454.0,1726520,1645454,45282663,96.36626052668325,82.57009919450802,4956124,1,1.0,1386.690966911282,1687.3596536213556,5215.0,6120,3409.4465224845353,87.43541922479902,2803006,1368.053474377151,3823,3631,5922,4.781924499999999,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.916909459000003
turn_2.5,naive,1,95.60723304682251,1650678,1650678.0,1726520,1650678,43447859,96.20078402482388,82.87049321551508,4783680,1,1.0,1366.3678250487135,1641.138700204293,5057.0,6120,3350.033393183977,88.77070639204875,2756824,1298.7160210445063,3305,3786,6018,4.835327624999998,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.9153625
turn_2.5,naive,2,94.7716794476751,1636252,1636252.0,1726520,1636252,43181257,96.21073559762283,79.44845903931669,4746987,1,1.0,1446.313915168186,1776.4544996002103,6120.0,6120,3553.163465236429,84.52546162222274,2629854,1212.5733599659904,3524,3780,,4.818351167000003,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,9.898541874999992
turn_10,full,0,99.99837824062276,1726492,1726492.0,1726520,1726492,62263100,97.22710240897096,98.08073249108597,7860432,1,1.0,1045.1070826770017,1226.7170873644502,3748.0,6120,2741.58510414012,95.32707411440354,5043773,1088.1995627083138,3406,2004,3017,4.814365291000001,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,10.485267041
turn_10,full,1,99.97625280911892,1726110,1726110.0,1726520,1726110,61224279,97.18067729307192,97.7040281326219,7683163,1,1.0,1031.284646777287,1198.9988858432162,3209.0,6120,2695.986523179575,96.20178161851585,5090598,1106.626700635171,3281,1967,3263,4.7745880000000085,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,10.455368833000009
turn_10,full,2,99.99623520144569,1726455,1726455.0,1726520,1726455,62349077,97.23098547232703,98.43320561497404,7877478,1,1.0,1033.3367149655871,1205.1998449646867,3742.0,6120,2793.063067905382,97.43391330537729,5039946,1078.9735018986314,3343,2506,3233,4.713854458000014,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,10.309770458000003
turn_10,greedy,0,99.81575655074948,1723339,1723339.0,1726520,1723339,64344750,97.32171000742096,91.65828661685252,8319616,1,1.0,1087.2105523243401,1289.872291835458,4847.0,6120,2819.718549452077,88.2537705905521,5506110,789.5361336769516,2484,2004,3017,2.0316895420000094,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,7.799250708000002
turn_10,greedy,1,99.82189606839191,1723445,1723445.0,1726520,1723445,62458110,97.2406385655922,91.64336546858182,7976215,1,1.0,1077.8512330657884,1268.8487652759684,4696.0,6120,2783.100747746913,91.00838681277946,5386315,912.977130004465,2667,1967,3263,1.9894020830000017,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,7.619596208000004
turn_10,greedy,2,99.78106248407201,1722740,1722740.0,1726520,1722740,64438684,97.32654378851063,87.59598082124987,8273995,1,1.0,1173.4973837322696,1415.4408481147104,4850.0,6120,3090.2631414637535,81.69427518939833,5440178,649.9438422786901,2262,2506,3233,1.9890961669999854,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,7.71335000000002
turn_10,naive,0,99.81627783054931,1723348,1723348.0,1726520,1723348,61117491,97.1802703746461,89.86664330129491,8479298,1,1.0,1515.3962233528355,1913.8613432731681,4692.0,6120,3779.3568583045662,89.16965919885087,5481624,791.6983100263717,4090,3027,5463,5.634102208000002,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.282664209000004
turn_10,naive,1,99.79392071913445,1722962,1722962.0,1726520,1722962,61820016,97.21293828199592,90.33826631115485,8253599,1,1.0,1209.439542659786,1460.0805906844005,4772.0,6120,3129.1013003035005,84.86968005004286,5401040,813.7002929065513,3012,2051,3114,5.580687166999979,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.225380083999994
turn_10,naive,2,99.76021129207886,1722380,1722380.0,1726520,1722380,64485449,97.32904085075069,91.78119810959254,8457952,1,1.0,1118.0510476535292,1315.2715879845064,4575.0,6120,2871.3309176841276,89.33756921437342,5454418,766.3657281125136,2599,2572,3397,5.603773915999994,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,11.296720999999991
planning_1m,full,0,99.67298380557422,1720874,1720874.0,1726520,1720874,55222680,96.88375500790617,92.32291265949745,6676707,1,1.0,1165.5442881005374,1362.949842839535,4103.0,6120,3019.749629891342,94.78413224289322,4118780,1100.3814413491373,3536,2964,3908,15.543666374999999,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,23.944349167
planning_1m,greedy,0,99.66597548826542,1720753,1720753.0,1726520,1720753,57085745,96.98566953974236,89.83596134947898,6855809,1,1.0,1169.9945428965766,1369.6252250335938,4425.0,6120,3030.216422051294,92.11338414846048,4298003,991.8067886411434,3180,2964,3908,6.947892000000003,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,15.206702750000002
planning_1m,naive,0,73.03234251558047,1260918,1260918.0,1726520,1260918,60144159,97.9035071385735,69.24161602895668,7173698,1,1.0,2029.3873833529506,2564.076184474476,6120.0,6120,4552.204641707018,71.5183142969673,4523878,399.70580926364505,2208,,,16.46057475,"[0, 0, 0, 0, 0, 0, 0, 0]",0.0,9960,24.760948582999994
