feature_id,part_id,coord_index,x,y
0,0,0,1375.0520456469385,1788.3694660314359
0,0,1,1354.845110369788,1787.9823154699989
0,0,2,1334.774195504142,1785.6262104152702
0,0,3,1315.032595199591,1781.3238405422308
0,0,4,1295.8104323027073,1775.1166392015293
0,0,5,1277.2928273468278,1767.0643844027072
0,0,6,1166.1922265917528,1917.0418882742524
0,0,7,1002.5411169558647,2043.8811928620562
0,0,8,891.3631556643522,1932.7599353557453
0,0,9,727.3287587670493,1770.795299560763
0,0,10,605.9013215404702,1666.4479748453014
0,0,11,489.41266099503264,1540.8738060570322
0,0,12,197.8474673004239,1302.1777480794117
0,0,13,482.28370020515285,935.425768438261
0,0,14,689.7200250418391,662.9246102096513
0,0,15,1087.8798380216467,28.940618120133877
0,0,16,1368.8650977623765,331.5565721220337
0,0,17,1550.4053240101202,522.5270050996915
0,0,18,1904.515201336937,857.1141358413734
0,0,19,1774.9013217482134,1000.4242158127017
0,0,20,1592.2639470344875,1250.0201414944604
0,0,21,1500.4668029735913,1371.8687599068508
0,0,22,1495.1454693746055,1397.0980924088508
0,0,23,1494.862835360691,1421.315461537335
0,0,24,1510.2323354369728,1434.3704230017029
0,0,25,1524.2413966992754,1448.8619019342586
0,0,26,1536.7551051698974,1464.6503375614993
0,0,27,1547.6529478884768,1481.583678888157
0,0,28,1556.8299735062174,1499.4988490240648
0,0,29,1564.1978029747843,1518.2233156817965
0,0,30,1569.6854806612828,1537.5767527362332
0,0,31,1573.2401576790726,1557.3727768375538
0,0,32,1574.8276008172543,1577.4207423496991
0,0,33,1574.4325222223415,1597.5275773424655
0,0,34,1572.0587266270304,1617.4996429337189
0,0,35,1567.7290747088846,1637.1445981180295
0,0,36,1561.4852629387751,1656.2732520643622
0,0,37,1553.3874220452853,1674.7013861071318
0,0,38,1543.5135379367275,1692.251527837012
0,0,39,1531.9587006836664,1708.7546602399088
0,0,40,1518.834188790992,1724.0518494052812
0,0,41,1504.2663975477335,1737.9957751315087
0,0,42,1488.3956218080712,1750.4521496999077
0,0,43,1471.3747049245867,1761.301011145115
0,0,44,1453.367566796136,1770.4378785579465
0,0,45,1434.547625283536,1777.7747583147138
0,0,46,1415.09612611396,1783.2409915314056
