feature_id,part_id,coord_index,x,y
0,0,47,1395.200397411536,1786.78393456107
0,0,48,1375.0520456469385,1788.3694660314359
1,0,0,1274.010203105223,1770.2018199018203
1,0,1,711.890048201778,1347.4297916772775
1,0,2,479.31823584175436,1534.6038758419454
2,0,0,1192.6457927628653,1223.769860618282
2,0,1,1497.7764606174314,1423.3155388734303
3,0,0,724.4131318638101,1768.3144992240705
3,0,1,926.4071563103353,1511.1742280353792
4,0,0,595.0205719172955,1660.7767369081266
4,0,1,793.0070679899654,1405.7758808657527
5,0,0,667.5527383527369,1567.4809345859103
5,0,1,802.865588918794,1668.768664019648
6,0,0,592.4624044884113,1438.0720249093138
6,0,1,702.8928239438101,1523.8984623118304
7,0,0,1279.2198923522956,1397.4000364560634
7,0,1,1338.0048129443312,1320.7183140292764
8,0,0,1114.066105593869,1319.2690980187617
8,0,1,1192.5255676539382,1219.7227822965942
8,0,2,1223.6212601226289,1170.1911803036928
9,0,0,1502.375825967756,1372.5469295787625
9,0,1,1369.3411011071294,1279.2817381732166
9,0,2,1223.6212601226289,1170.1911803036928
9,0,3,1144.5389773936477,1111.7802410861477
9,0,4,1111.0490091937827,1149.231467998121
9,0,5,1038.6081401833799,1108.8519115359522
9,0,6,1130.522922408476,982.5736996936612
9,0,7,1201.3512473181472,1037.1798281488009
9,0,8,1144.6592170828953,1115.8273611143231
10,0,0,1369.4011813688558,1281.3052636659704
10,0,1,1338.064899760473,1322.7418323121965
11,0,0,889.071314582543,1932.521857845597
11,0,1,990.8733198433183,1796.8431423357688
11,0,2,1105.3548761379207,1642.560005032923
11,0,3,1167.7834286066936,1551.5935808424838
12,0,0,710.9312663287274,1352.7131693586707
12,0,1,709.4730281906086,1303.700841623824
12,0,2,808.4894174650544,1166.9660462602042
12,0,3,901.1225680858479,1041.5698872129433
12,0,4,740.9457579933805,930.3799926708452
12,0,5,577.113601530611,997.6912098401226
12,0,6,806.2504324230831,1167.0326376003213
13,0,0,738.8392638523364,934.90242117038
13,0,1,839.2377616659505,769.1338747367263
13,0,2,681.4944195114658,664.5588867897168
14,0,0,839.3040086498368,771.3618199001066
14,0,1,1011.0080789747299,893.3618119540624
14,0,2,1244.0142464948585,514.0432362267748
14,0,3,1141.0702162891394,443.51173872407526
15,0,0,481.1511489125551,935.8809288744815
15,0,1,581.6579545224668,999.7858411907218
15,0,2,556.1158703230903,1045.1434658500366
15,0,3,632.1097710180911,1038.422139964532
15,0,4,621.4963079932495,982.9911545575596
15,0,5,483.5228349910467,940.2701079854742
15,0,6,556.1158703230903,1045.1434658500366
15,0,7,705.061395623954,1306.0619087731466
16,0,0,1011.0080789747299,893.3618119540624
16,0,1,1132.4570368258283,983.4076768411323
16,0,2,1287.9768540814403,787.0187949915417
16,0,3,1327.4960252351593,834.9030470219441
16,0,4,1191.9288694716524,1024.0082368804142
17,0,0,1407.5444494335097,1115.718480840791
17,0,1,1593.1985738024814,1255.146382260602
18,0,0,1323.993643835478,833.3707366692834
18,0,1,1556.5554978213622,529.7590081449598
19,0,0,1570.8609588418622,1011.9527263855562
19,0,1,1652.5949027517927,904.3680291534401
19,0,2,1677.8244987996295,864.1844777450897
20,0,0,1768.7894416749477,1004.2042901203968
20,0,1,1647.216411933594,913.9168886044063
20,0,2,1398.4071993951802,733.5111579583026
21,0,0,1242.8132758606807,514.6576813850552
21,0,1,1375.1755140718305,332.32223443361
