feature_id,part_id,coord_index,x,y
0,0,0,1375.0520456469385,1788.369466031436
0,0,1,1371.6842231007467,1788.3049409378632
0,0,2,1368.316400554555,1788.2404158442903
0,0,3,1364.9485780083633,1788.1758907507174
0,0,4,1361.5807554621715,1788.1113656571447
0,0,5,1358.2129329159798,1788.0468405635718
0,0,6,1354.845110369788,1787.9823154699989
0,0,7,1351.4999578921804,1787.5896312942107
0,0,8,1348.1548054145726,1787.1969471184227
0,0,9,1344.809652936965,1786.8042629426345
0,0,10,1341.4645004593574,1786.4115787668463
0,0,11,1338.1193479817496,1786.0188945910584
0,0,12,1334.774195504142,1785.6262104152702
0,0,13,1331.483928786717,1784.9091487697635
0,0,14,1328.1936620692916,1784.1920871242571
0,0,15,1324.9033953518665,1783.4750254787505
0,0,16,1321.6131286344414,1782.7579638332438
0,0,17,1318.322861917016,1782.0409021877374
0,0,18,1315.032595199591,1781.3238405422308
0,0,19,1311.8289013834437,1780.2893069854472
0,0,20,1308.6252075672965,1779.2547734286636
0,0,21,1305.4215137511492,1778.22023987188
0,0,22,1302.2178199350017,1777.1857063150962
0,0,23,1299.0141261188544,1776.1511727583127
0,0,24,1295.810432302707,1775.116639201529
0,0,25,1292.7241648100605,1773.7745967350588
0,0,26,1289.637897317414,1772.4325542685885
0,0,27,1286.5516298247676,1771.0905118021183
0,0,28,1283.465362332121,1769.7484693356478
0,0,29,1280.3790948394744,1768.4064268691775
0,0,30,1277.2928273468278,1767.0643844027072
0,0,31,1258.7760605543153,1792.0606350479648
0,0,32,1240.2592937618028,1817.0568856932223
0,0,33,1221.7425269692903,1842.0531363384798
0,0,34,1203.2257601767778,1867.0493869837373
0,0,35,1184.7089933842653,1892.0456376289949
0,0,36,1166.1922265917528,1917.0418882742524
0,0,37,1138.9170416524382,1938.1817723722197
0,0,38,1111.6418567131236,1959.321656470187
0,0,39,1084.3666717738088,1980.4615405681543
0,0,40,1057.0914868344942,2001.6014246661214
0,0,41,1029.8163018951795,2022.7413087640887
0,0,42,1002.5411169558648,2043.881192862056
0,0,43,984.0114567406127,2025.3609832776708
0,0,44,965.4817965253607,2006.8407736932857
0,0,45,946.9521363101085,1988.3205641089007
0,0,46,928.4224760948564,1969.8003545245156
0,0,47,909.8928158796043,1951.2801449401304
0,0,48,891.3631556643522,1932.7599353557453
0,0,49,864.0240895148017,1905.7658293899149
0,0,50,836.6850233652513,1878.7717234240845
0,0,51,809.3459572157008,1851.777617458254
0,0,52,782.0068910661503,1824.7835114924237
0,0,53,754.6678249165998,1797.7894055265933
0,0,54,727.3287587670493,1770.795299560763
0,0,55,707.0908525626195,1753.4040787748527
0,0,56,686.8529463581896,1736.0128579889424
0,0,57,666.6150401537598,1718.6216372030322
0,0,58,646.37713394933,1701.230416417122
0,0,59,626.1392277449,1683.8391956312116
